,Food label,Subs A,Subs B,True label
851,"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND","BAKING CHOC,UNSWTND,LIQ","ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY",Sub A
852,"AMARANTH GRAIN,UNCKD","WHEAT,HARD RED SPRING","WHEAT,HARD RED WINTER",Sub B
853,ARROWROOT FLOUR,"WHEAT,SOFT WHITE","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED",Sub A
854,"BARLEY,PEARLED,COOKED",BUCKWHEAT,"CORN FLR,WHOLE-GRAIN,WHITE",Sub A
855,"BUCKWHEAT GROATS,RSTD,CKD","BUCKWHEAT GROATS,RSTD,DRY","BULGUR,COOKED",Sub A
856,"CORN FLR,WHOLE-GRAIN,YEL","CORN FLR,MASA,ENR,YEL","CORNMEAL,WHOLE-GRAIN,YEL",Sub B
857,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL","CORN FLR,MASA,ENR,YEL","SEMOLINA,ENRICHED",Sub A
858,CORNSTARCH,"RICE FLOUR,WHITE","RICE FLOUR,BROWN",Sub B
859,"COUSCOUS,COOKED","SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY",Sub B
860,"MILLET,COOKED","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","CORN FLR,MASA,ENR,YEL",Sub B
861,"RICE,BROWN,MEDIUM-GRAIN,RAW",BUCKWHEAT,"SPELT,UNCKD",Sub A
862,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR","RICE,WHITE,SHORT-GRAIN,RAW","CORN FLR,MASA,ENR,YEL",Sub B
863,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR","CORN FLR,MASA,ENR,YEL","RICE,WHITE,SHORT-GRAIN,RAW",Sub A
864,"RICE,WHITE,SHORT-GRAIN,RAW","CORN FLR,MASA,ENR,YEL","CORNMEAL,DEGERMED,ENR,YEL",Sub A
865,"RICE,WHITE,GLUTINOUS,RAW","SPAGHETTI,SPINACH,DRY","NOODLES,EGG,SPINACH,DRY,ENR",Sub A
866,"SEMOLINA,ENRICHED","CORN FLR,MASA,ENR,YEL","WHEAT,SOFT RED WINTER",Sub A
867,"TAPIOCA,PEARL,DRY","RICE FLOUR,BROWN","RICE FLOUR,WHITE",Sub A
868,TRITICALE,"AMARANTH GRAIN,UNCKD","WHEAT,SOFT WHITE",Sub B
869,"WHEAT,DURUM",SORGHUM GRAIN,RYE GRAIN,Sub A
870,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","SEMOLINA,ENRICHED","WHEAT,SOFT WHITE",Sub B
871,"WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR","NOODLES,JAPANESE,SOBA,CKD",BARLEY FLOUR OR MEAL,Sub B
872,"WHEAT FLR,WHITE,BREAD,ENR",SORGHUM GRAIN,"BARLEY,HULLED",Sub B
873,"WHEAT FLR,WHITE,TORTILLA MIX,ENR","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","CORN FLR,MASA,ENR,YEL",Sub B
874,"WHEAT,SPROUTED","SPELT,UNCKD","WHEAT,HARD WHITE",Sub B
875,"PASTA,CORN,DRY","WHEAT,SOFT RED WINTER",BUCKWHEAT,Sub B
876,"NOODLES,EGG,DRY,ENRICHED","CORN GRAIN,YEL",RYE GRAIN,Sub B
877,"NOODLES,JAPANESE,SOBA,DRY","PASTA,CORN,DRY",BUCKWHEAT,Sub B
878,"NOODLES,JAPANESE,SOMEN,DRY","SPAGHETTI,SPINACH,DRY","NOODLES,EGG,SPINACH,DRY,ENR",Sub A
879,"SPAGHETTI,WHOLE-WHEAT,DRY","SPAGHETTI,SPINACH,DRY","SPAGHETTI,DRY,UNENRICHED",Sub A
880,"OAT FLR,PART DEBRANNED","CORN FLR,WHOLE-GRAIN,WHITE",BUCKWHEAT,Sub B
881,"CORN GRAIN,WHITE",BUCKWHEAT,"WHEAT,SOFT RED WINTER",Sub B
882,"CORN FLR,WHOLE-GRAIN,WHITE",BUCKWHEAT,"WHEAT,HARD RED SPRING",Sub A
883,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE","RYE FLOUR,MEDIUM","RYE FLOUR,LIGHT",Sub A
884,"SPAGHETTI,DRY,UNENRICHED","NOODLES,EGG,SPINACH,DRY,ENR","SPAGHETTI,SPINACH,DRY",Sub B
885,"FAST FOODS,BISCUIT,W/HAM","MCDONALD'S,SAUSAGE BISCUIT W/ EGG","KASHI PIZZA,MEDITERRANEAN",Sub B
886,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","BURGER KING,WHOPPER,W/ CHS","FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",Sub B
887,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG","FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG","KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD",Sub B
888,"FAST FOODS,HOTDOG,PLAIN","DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD","FAST FOODS,CHICK FILLET SNDWCH,PLN",Sub A
889,"FAST FOODS,ONION RINGS,BREADED&FRIED","FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)","FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST",Sub A
890,"FAST FD,BISCUIT","FAST FOODS,HOTDOG,PLAIN","DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD",Sub B
891,"BURGER KING,FRENCH FR","MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)","KASHI PIZZA,MARGHERITA",Sub A
892,"BURGER KING,DOUBLE WHOPPER,W/ CHS","LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES","KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD",Sub B
893,"TACO BELL,BEAN BURRITO","WENDY'S,FRENCH FR","FAST FOODS,TACO W/ BF,CHS & LETTUCE,HARD SHELL",Sub B
894,"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST","FAST FOODS,FRIED CHICK,DRMSTK,MEAT ONLY,SKN & BRDING REMOVED","KFC,CRISPY CHICK STRIPS",Sub A
895,"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST","MCDONALD'S,HOTCAKES (PLAIN)","FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",Sub B
896,"MCDONALD'S,BIG BRKFST","DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD","POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",Sub A
897,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE","KASHI PIZZA,MARGHERITA","MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",Sub A
898,"MCDONALD'S,SAUSAGE MCMUFFIN","FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON","KFC,CRISPY CHICK STRIPS",Sub A
899,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT","MCDONALD'S,HOT FUDGE SUNDAE","FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",Sub B
900,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES","FAST FOODS,POTATO,MASHED","PIZZA HUT 14"" CHS PIZZA,PAN CRUST",Sub A
901,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES","MCDONALD'S,BACON RANCH SALAD WO/ CHICK","KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD",Sub A
902,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD","BURGER KING,HAMBURGER","FAST FOODS,NACHOS,W/CHS",Sub B
903,"KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN W/ BREADING","KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE","WENDY'S,CLASSIC DOUBLE,W/ CHS",Sub A
904,"MORNINGSTAR FARMS VEGGIE DOG,FRZ,UNPREP","MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",SILK KEY LIME SOY YOGURT,Sub A
905,"BEEF,SHRT LN,T-BNE STEK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW","Beef, shoulder steak, boneless, lean only, 0"", choice, grill",Sub A
906,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW","BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW","BEEF,NZ,IMP,RIBS PREP,RAW",Sub B
907,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED","BEEF,NZ,IMP,CHUCK EYE ROLL,LN,CKD,BRSD","BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW",Sub B
908,"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",Sub B
909,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW",Sub A
910,"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",Sub A
911,"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD","BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW",Sub B
912,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD","BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",Sub B
913,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD","BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",Sub B
914,"BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0"" FAT,ALL GRDS, CKD, BRSD","BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",Sub A
915,"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD","BEEF,CHUCK,CLOD RST,LN,1/4"" FAT,ALL GRDS,RAW","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",Sub A
916,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRILD",Sub A
917,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD","BEEF,AUSTRALIAN,GRSSFD,RIB,RIBEYE STK/RST LIP-ON,BNLS,LN,RAW",Sub A
918,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI",Sub A
919,"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw","BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",Sub A
920,"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",Sub A
921,"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW","BEEF,NZ,IMP,BOLAR BLADE,LN,RAW",Sub B
922,"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW","BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",Sub B
923,"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW","BEEF,FLANK,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW",Sub B
924,"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW","BEEF,GROUND,97% LN MEAT / 3% FAT,CRUMBLES,CKD,PAN-BROWNED","BEEF,GROUND,93% LN MEAT / 7% FAT,PATTY,CKD,BRLD",Sub A
925,"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,CHOIC,RAW","BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",Sub A
926,"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD","BEEF,RIB EYE,SML END (RIBS 10-12),LN,0"" FAT,SEL,RAW","BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",Sub B
927,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED","BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",Sub B
928,"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD","BEEF,LOIN,TOP LOIN STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,SEL,RW","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",Sub A
929,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD","BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN & FAT,0"" FAT,SEL,RW",Sub A
930,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",Sub A
931,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD","BEEF,LOIN,TENDERLOIN STK,BNLESS,L & F,0"" FAT,SEL,CKD,GRILLED","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,ALL GRDS,RAW",Sub A
932,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW","BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,RSTD",Sub B
933,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW","BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD","BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,SEL,CKD,BRSD",Sub B
934,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW","BEEF,BRISKET,WHL,LN,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",Sub A
935,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",Sub B
936,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,NZ,IMP,OYSTER BLADE,LN & FAT,RAW","BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",Sub A
937,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD","BEEF,RIBEYE FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED","BEEF,NZ,IMP,FLANK,LN & FAT,CKD,BRSD",Sub A
938,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD","BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW","BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",Sub B
939,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,RSTD","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,CKD,RSTD","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW",Sub B
940,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD","BEEF,NZ,IMP,HEART,RAW",Sub B
941,"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW","BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",Sub A
942,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW","BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",Sub B
943,"BEEF,PLATE STK,BNLES,INSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW","BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0"" FA, ALL GRD, RAW",Sub A
944,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRILD","BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED","BEEF,NZ,IMP,TRIPE UNCKD,RAW",Sub B
945,"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0"" FAT,ALL GRDS,CKD,GRLD","BEEF,LOIN,TNDRLN RST,BNLESS,L & F,0"" FAT,ALL GRDS,CKD,RSTD","BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",Sub B
946,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW","BEEF,BTTM SIRLOIN,TRI-TIP RST,LN & FAT,0"" FAT,SEL,RAW",Sub B
947,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD","BEEF,RND,EYE OF RND RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",Sub A
948,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRILLE","BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW","BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",Sub B
949,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",Sub A
950,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",Sub A
951,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD","BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",Sub A
952,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW","BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",Sub A
953,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL","BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD","BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",Sub B
954,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST","BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,LOIN,TOP SIRLOIN CAP STK,BNLS,LN & FAT,1/8"" FAT,CHC,RAW",Sub A
955,"BEEF,RIB EYE STK/RST,BNE-IN,IP-ON,LN & FT,1/8"" FT,AL GRDS,RW","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW","BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",Sub B
956,"BEEF,RIB EYE STK/RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,CHC,RAW","BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FT,0"" FT,CHC,CKD,GRLD","BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",Sub A
957,"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",Sub B
958,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,GILD","BEEF,LOIN,TENDERLOIN RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,RSTD","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",Sub B
959,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FT,1/8"" FT,AL GRD,CKD,GRLD","BEEF,GROUND,97% LN MEAT /3% FAT,PATTY,CKD,PAN-BROILED","BEEF,NZ,IMP,CUBE ROLL,LN & FAT,RAW",Sub A
960,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD","BEEF,LN,TOP LN STK,BNLSS,LIP-ON,LN,1/8"" FAT,ALL GRDS,,GRLLD","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",Sub B
961,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,RSTD","BEEF,LOIN,TENDERLOIN STK,BNLESS,L & F,0"" FAT,SEL,CKD,GRILLED","BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",Sub B
962,"BEEF,RIB EYE STK/RST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,AL GRD,RW","BEEF,LOIN,TENDERLOIN RST,BNLESS,L & F,0"" FAT,CHOIC,CKD,RSTD","BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",Sub A
963,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,RW","BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN & FAT,1/8"" FAT,AL GDS,RW","BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",Sub B
964,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW","BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW",Sub A
965,"BEEF,PLTE STK,BNLS,INSD SKRT,LN & FAT,0"" FAT,ALL GRD,CKD,GRL","BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",Sub A
966,"BEEF,PLATE STK,BNLSS,INSDE SKRT,LN & FAT,0"" FAT,CHC,CKD,GRLD","BEEF,LOIN,TOP SIRLOIN PETITE RST/FILET,BNLS,LN,0"" FAT,CHC,RW","BEEF,NZ,IMP,INSIDE,RAW",Sub B
